user,status,response_time
41707,"200,",328 ms
240355,"200,",290 ms
99926,"200,",188 ms
94018,"200,",335 ms
40141,"200,",351 ms
213845,"200,",375 ms
48197,"200,",400 ms
109128,"200,",394 ms
260495,"200,",342 ms
149249,"200,",339 ms
28946,"200,",446 ms
30324,"200,",478 ms
45135,"200,",502 ms
191698,"200,",562 ms
97453,"200,",573 ms
45294,"200,",609 ms
101667,"200,",413 ms
151670,"200,",425 ms
3387,"200,",472 ms
156519,"200,",438 ms
91240,"200,",488 ms
87435,"200,",424 ms
277737,"200,",522 ms
306523,"200,",289 ms
102611,"200,",476 ms
183579,"200,",462 ms
138966,"200,",517 ms
107839,"200,",556 ms
6777,"200,",390 ms
209589,"200,",281 ms
67478,"200,",402 ms
262494,"200,",363 ms
219564,"200,",423 ms
209134,"200,",592 ms
109112,"200,",375 ms
125451,"200,",428 ms
116845,"200,",454 ms
109783,"200,",400 ms
194722,"200,",113 ms
251110,"200,",456 ms
229464,"200,",437 ms
189711,"200,",279 ms
230254,"200,",159 ms
275571,"200,",318 ms
207978,"200,",335 ms
230452,"200,",435 ms
186144,"200,",410 ms
237678,"200,",440 ms
266205,"200,",442 ms
34055,"200,",385 ms
96444,"200,",398 ms
413,"200,",449 ms
71992,"200,",437 ms
186692,"200,",510 ms
275702,"200,",489 ms
43054,"200,",520 ms
165957,"200,",304 ms
50790,"200,",324 ms
17364,"200,",323 ms
86174,"200,",361 ms
61139,"200,",412 ms
54065,"200,",476 ms
37060,"200,",490 ms
277672,"200,",470 ms
71503,"200,",350 ms
43640,"200,",332 ms
165611,"200,",397 ms
251437,"200,",338 ms
249269,"200,",356 ms
49233,"200,",345 ms
210249,"200,",418 ms
308034,"200,",437 ms
57890,"200,",428 ms
139144,"200,",509 ms
21433,"200,",483 ms
105365,"200,",303 ms
134081,"200,",291 ms
131145,"200,",380 ms
268382,"200,",416 ms
210842,"200,",369 ms
200617,"200,",380 ms
7878,"200,",404 ms
195939,"200,",428 ms
285710,"200,",410 ms
106016,"200,",375 ms
289185,"200,",341 ms
108840,"200,",360 ms
247976,"200,",576 ms
78255,"200,",610 ms
167774,"200,",308 ms
11743,"200,",321 ms
224303,"200,",315 ms
182939,"200,",330 ms
125825,"200,",347 ms
50110,"200,",423 ms
28019,"200,",386 ms
202498,"200,",409 ms
275712,"200,",300 ms
9418,"200,",453 ms
267552,"200,",475 ms
161305,"200,",492 ms
34062,"200,",415 ms
290627,"200,",433 ms
308289,"200,",425 ms
45338,"200,",465 ms
130551,"200,",464 ms
173493,"200,",272 ms
140964,"200,",469 ms
139685,"200,",289 ms
158022,"200,",506 ms
153779,"200,",712 ms
179157,"200,",720 ms
3857,"200,",762 ms
129804,"200,",732 ms
138115,"200,",741 ms
291049,"200,",729 ms
136910,"200,",336 ms
274437,"200,",553 ms
99411,"200,",512 ms
249900,"200,",643 ms
180431,"200,",577 ms
256521,"200,",664 ms
109777,"200,",636 ms
147483,"200,",374 ms
289611,"200,",403 ms
1389,"200,",438 ms
191381,"200,",379 ms
83651,"200,",400 ms
265413,"200,",390 ms
162569,"200,",413 ms
106484,"200,",374 ms
246475,"200,",457 ms
286573,"200,",353 ms
169981,"200,",469 ms
270279,"200,",383 ms
105837,"200,",414 ms
93293,"200,",352 ms
198958,"200,",416 ms
49227,"200,",424 ms
249254,"200,",453 ms
140611,"200,",490 ms
59684,"200,",433 ms
71641,"200,",516 ms
98516,"200,",519 ms
204174,"200,",521 ms
97785,"200,",467 ms
117508,"200,",460 ms
117612,"200,",331 ms
274823,"200,",455 ms
131329,"200,",381 ms
307843,"200,",505 ms
112303,"200,",438 ms
34864,"200,",448 ms
22084,"200,",115 ms
305691,"200,",298 ms
237480,"200,",442 ms
21411,"200,",304 ms
48970,"200,",403 ms
168233,"200,",348 ms
4104,"200,",401 ms
59260,"200,",88 ms
1761,"0,",304 ms
98967,"200,",393 ms
212466,"200,",384 ms
4630,"200,",437 ms
263022,"200,",508 ms
219370,"200,",458 ms
277334,"200,",489 ms
141108,"200,",497 ms
34091,"200,",525 ms
35323,"200,",406 ms
50650,"200,",462 ms
293184,"200,",493 ms
128375,"200,",574 ms
146034,"200,",596 ms
12860,"200,",609 ms
287480,"200,",395 ms
77061,"200,",447 ms
280727,"200,",433 ms
107362,"200,",460 ms
131523,"200,",283 ms
122069,"200,",327 ms
216112,"200,",371 ms
27002,"200,",409 ms
287712,"200,",382 ms
103281,"200,",363 ms
139279,"200,",111 ms
163169,"200,",407 ms
5523,"200,",454 ms
270327,"200,",495 ms
97222,"200,",497 ms
102647,"200,",456 ms
158235,"0,",392 ms
10819,"200,",553 ms
56892,"200,",320 ms
195916,"200,",445 ms
157131,"200,",405 ms
131416,"200,",419 ms
32149,"200,",440 ms
88534,"200,",495 ms
199205,"200,",515 ms
180004,"200,",671 ms
182258,"200,",809 ms
176573,"200,",830 ms
49608,"200,",839 ms
222442,"200,",862 ms
127757,"200,",778 ms
261394,"200,",814 ms
300250,"200,",813 ms
83719,"200,",570 ms
298248,"200,",592 ms
20310,"200,",594 ms
106193,"200,",647 ms
263107,"200,",639 ms
58266,"200,",646 ms
119234,"200,",279 ms
97804,"200,",380 ms
253834,"0,",414 ms
273224,"200,",405 ms
242048,"200,",209 ms
187241,"200,",347 ms
58534,"200,",241 ms
59076,"200,",329 ms
130690,"200,",348 ms
153656,"200,",438 ms
252224,"200,",356 ms
302789,"200,",373 ms
154094,"200,",372 ms
225138,"200,",404 ms
293434,"200,",438 ms
62373,"200,",258 ms
277515,"200,",202 ms
231942,"200,",192 ms
263739,"200,",263 ms
68729,"200,",350 ms
28145,"200,",421 ms
169359,"200,",435 ms
87247,"200,",294 ms
166791,"200,",279 ms
229758,"200,",426 ms
242371,"200,",488 ms
6961,"200,",399 ms
111922,"200,",512 ms
173284,"200,",527 ms
2132,"200,",572 ms
252430,"200,",589 ms
109701,"200,",406 ms
153553,"200,",609 ms
253353,"200,",670 ms
253004,"200,",653 ms
165596,"200,",701 ms
73867,"200,",702 ms
147282,"0,",707 ms
213423,"200,",385 ms
255495,"200,",434 ms
88493,"200,",419 ms
214637,"200,",420 ms
299961,"200,",180 ms
145288,"200,",365 ms
85721,"200,",306 ms
30526,"200,",247 ms
265428,"200,",273 ms
185775,"200,",271 ms
63543,"200,",332 ms
180372,"200,",415 ms
71491,"200,",468 ms
240776,"200,",499 ms
125090,"200,",507 ms
251741,"200,",375 ms
215867,"200,",434 ms
187399,"200,",417 ms
122897,"200,",437 ms
112140,"200,",387 ms
102721,"200,",433 ms
274987,"200,",396 ms
98936,"200,",453 ms
91761,"200,",488 ms
27550,"200,",522 ms
122443,"200,",561 ms
78237,"200,",557 ms
62186,"200,",522 ms
297247,"200,",523 ms
304190,"200,",515 ms
270679,"200,",553 ms
62436,"200,",465 ms
234161,"200,",424 ms
80501,"200,",449 ms
222448,"200,",447 ms
113323,"200,",516 ms
281983,"200,",550 ms
130481,"200,",460 ms
17171,"200,",429 ms
125050,"200,",479 ms
46507,"0,",482 ms
51821,"200,",582 ms
147682,"200,",530 ms
96946,"200,",567 ms
77634,"200,",580 ms
2937,"200,",580 ms
299330,"200,",573 ms
193426,"200,",568 ms
217516,"200,",159 ms
229694,"200,",346 ms
170784,"200,",196 ms
79215,"200,",341 ms
155849,"200,",317 ms
208299,"200,",374 ms
208033,"200,",309 ms
116554,"200,",431 ms
112490,"200,",419 ms
276108,"200,",469 ms
40292,"200,",466 ms
71066,"200,",420 ms
13302,"200,",367 ms
236120,"200,",482 ms
304580,"200,",479 ms
287430,"200,",482 ms
253668,"200,",531 ms
8020,"200,",575 ms
119629,"200,",587 ms
197552,"200,",428 ms
287008,"200,",594 ms
112132,"200,",445 ms
130627,"200,",455 ms
101791,"200,",502 ms
197442,"200,",491 ms
214498,"200,",488 ms
116479,"200,",309 ms
126878,"200,",389 ms
50724,"200,",383 ms
151466,"200,",398 ms
253346,"200,",395 ms
56175,"200,",425 ms
115029,"200,",421 ms
113687,"200,",464 ms
142266,"200,",442 ms
56312,"200,",439 ms
101347,"200,",487 ms
94503,"200,",495 ms
86002,"0,",423 ms
34325,"200,",429 ms
157012,"200,",241 ms
199910,"200,",427 ms
127440,"200,",467 ms
96524,"200,",497 ms
237517,"200,",446 ms
241715,"200,",414 ms
272644,"200,",445 ms
104406,"200,",534 ms
54961,"200,",536 ms
297642,"200,",496 ms
113121,"200,",507 ms
39803,"200,",509 ms
15229,"200,",503 ms
108850,"200,",531 ms
188498,"200,",412 ms
23011,"200,",367 ms
236383,"200,",289 ms
113913,"200,",358 ms
154242,"200,",410 ms
205379,"200,",444 ms
167417,"200,",459 ms
137696,"200,",342 ms
175896,"200,",339 ms
69843,"200,",398 ms
226902,"200,",325 ms
39227,"200,",318 ms
44391,"200,",462 ms
301398,"200,",371 ms
276947,"200,",376 ms
185327,"200,",372 ms
287935,"200,",515 ms
303097,"200,",546 ms
251492,"200,",522 ms
252876,"200,",532 ms
11595,"200,",385 ms
28092,"200,",352 ms
25128,"200,",512 ms
192995,"200,",505 ms
3041,"200,",605 ms
290640,"200,",553 ms
293985,"200,",569 ms
228831,"200,",116 ms
294941,"200,",373 ms
104095,"200,",224 ms
186601,"200,",516 ms
83570,"200,",524 ms
179746,"200,",473 ms
257939,"200,",439 ms
135487,"200,",263 ms
233605,"200,",459 ms
41796,"200,",526 ms
14020,"200,",533 ms
24837,"200,",547 ms
282512,"200,",529 ms
216584,"200,",378 ms
15122,"200,",458 ms
122573,"200,",417 ms
106013,"200,",434 ms
76668,"200,",450 ms
133392,"200,",550 ms
264708,"200,",530 ms
221422,"200,",577 ms
256695,"200,",601 ms
70885,"200,",622 ms
69183,"200,",454 ms
44520,"200,",346 ms
212311,"200,",434 ms
43699,"200,",355 ms
63607,"200,",372 ms
228185,"200,",325 ms
143246,"200,",458 ms
124353,"200,",435 ms
299973,"200,",505 ms
225182,"200,",439 ms
111619,"200,",462 ms
29086,"200,",526 ms
259870,"200,",540 ms
178604,"200,",690 ms
251869,"200,",696 ms
208924,"200,",337 ms
158131,"200,",302 ms
181590,"200,",383 ms
4342,"200,",354 ms
181543,"200,",586 ms
116522,"200,",582 ms
102380,"200,",661 ms
5295,"200,",768 ms
306852,"200,",869 ms
161459,"200,",869 ms
107814,"200,",861 ms
180915,"200,",864 ms
214309,"200,",441 ms
174555,"200,",401 ms
123666,"200,",456 ms
140141,"200,",424 ms
88532,"200,",502 ms
280198,"200,",621 ms
27606,"200,",691 ms
129271,"200,",686 ms
189509,"200,",685 ms
125203,"200,",682 ms
147315,"200,",335 ms
226950,"200,",241 ms
47455,"200,",433 ms
185615,"200,",439 ms
63333,"200,",454 ms
232247,"200,",449 ms
110404,"200,",480 ms
246862,"200,",465 ms
125266,"200,",455 ms
136831,"200,",384 ms
175511,"200,",472 ms
113437,"200,",516 ms
265924,"200,",548 ms
269172,"200,",538 ms
45002,"200,",369 ms
144389,"200,",373 ms
49160,"200,",541 ms
239137,"200,",598 ms
28410,"200,",588 ms
56251,"200,",640 ms
162148,"200,",618 ms
216356,"200,",387 ms
186622,"200,",336 ms
104200,"200,",394 ms
273774,"200,",284 ms
143528,"200,",297 ms
292903,"200,",260 ms
269787,"200,",381 ms
183926,"200,",414 ms
251874,"200,",414 ms
28253,"200,",408 ms
210808,"200,",420 ms
194319,"200,",430 ms
161937,"200,",472 ms
280085,"200,",468 ms
175406,"200,",308 ms
181454,"0,",496 ms
222650,"200,",446 ms
143982,"200,",379 ms
153465,"200,",483 ms
297368,"200,",389 ms
50151,"200,",415 ms
163455,"200,",428 ms
14022,"200,",431 ms
207472,"200,",370 ms
68084,"200,",406 ms
109503,"200,",402 ms
169327,"200,",238 ms
273504,"200,",394 ms
182936,"200,",395 ms
134206,"200,",368 ms
129461,"200,",394 ms
60888,"200,",386 ms
3776,"200,",391 ms
235897,"200,",403 ms
115854,"200,",307 ms
262024,"200,",414 ms
17878,"200,",394 ms
17401,"200,",481 ms
302796,"200,",415 ms
173101,"200,",532 ms
121106,"200,",535 ms
22359,"200,",563 ms
134501,"200,",295 ms
212109,"200,",326 ms
192863,"200,",433 ms
91137,"200,",443 ms
286618,"200,",443 ms
176075,"200,",394 ms
243890,"200,",430 ms
243159,"200,",490 ms
206541,"200,",453 ms
150863,"200,",448 ms
278651,"200,",501 ms
147082,"200,",458 ms
209112,"200,",456 ms
196310,"200,",480 ms
106123,"200,",307 ms
275941,"200,",456 ms
213489,"200,",363 ms
234994,"200,",441 ms
279720,"200,",399 ms
216312,"200,",494 ms
256966,"200,",502 ms
195529,"200,",409 ms
278113,"200,",486 ms
296312,"200,",399 ms
288903,"200,",222 ms
176474,"200,",529 ms
233501,"200,",504 ms
293055,"200,",554 ms
90633,"200,",526 ms
110119,"200,",535 ms
104280,"200,",332 ms
200556,"200,",437 ms
67231,"200,",405 ms
20064,"200,",376 ms
188930,"200,",388 ms
163951,"200,",356 ms
169861,"200,",395 ms
38475,"200,",343 ms
116339,"200,",475 ms
210139,"200,",535 ms
83762,"200,",553 ms
193408,"200,",300 ms
10576,"200,",356 ms
68630,"200,",361 ms
56760,"200,",482 ms
254147,"200,",442 ms
38916,"200,",457 ms
254252,"200,",477 ms
234727,"200,",355 ms
114504,"200,",419 ms
106168,"200,",392 ms
219796,"200,",337 ms
39613,"200,",358 ms
207336,"200,",332 ms
204247,"200,",375 ms
204582,"200,",350 ms
276217,"200,",377 ms
247366,"200,",390 ms
265799,"200,",245 ms
141129,"200,",364 ms
301528,"200,",459 ms
174707,"200,",423 ms
144943,"200,",436 ms
123240,"200,",480 ms
181467,"0,",469 ms
296157,"200,",521 ms
70854,"200,",508 ms
75368,"200,",562 ms
186917,"200,",689 ms
227130,"200,",688 ms
64286,"200,",732 ms
55267,"200,",737 ms
119817,"200,",490 ms
251125,"200,",379 ms
183301,"200,",532 ms
155663,"200,",442 ms
169852,"200,",427 ms
262059,"200,",359 ms
96137,"200,",424 ms
109209,"200,",431 ms
19545,"200,",437 ms
82909,"200,",481 ms
199563,"200,",486 ms
91657,"200,",495 ms
159211,"200,",532 ms
306743,"200,",343 ms
254737,"200,",352 ms
100429,"200,",470 ms
174225,"200,",483 ms
246889,"200,",529 ms
36379,"200,",152 ms
297512,"200,",417 ms
200816,"200,",317 ms
156572,"200,",354 ms
33328,"200,",415 ms
201661,"200,",403 ms
287363,"200,",417 ms
289344,"200,",456 ms
227626,"200,",726 ms
40659,"200,",471 ms
106823,"200,",532 ms
220499,"200,",336 ms
115329,"200,",373 ms
67808,"200,",411 ms
191395,"200,",451 ms
54616,"200,",452 ms
145956,"200,",437 ms
289967,"200,",507 ms
289684,"200,",500 ms
148899,"200,",500 ms
14101,"200,",485 ms
66126,"200,",248 ms
213534,"200,",565 ms
226658,"200,",568 ms
217375,"200,",537 ms
201425,"200,",559 ms
77334,"200,",566 ms
19388,"200,",347 ms
151791,"200,",509 ms
2447,"200,",323 ms
178138,"200,",500 ms
138676,"200,",442 ms
298755,"200,",467 ms
93601,"200,",559 ms
170587,"200,",617 ms
75102,"200,",612 ms
57158,"200,",622 ms
254134,"200,",501 ms
102499,"200,",482 ms
274240,"200,",417 ms
130491,"200,",346 ms
302814,"200,",251 ms
31893,"200,",304 ms
10588,"200,",461 ms
208303,"200,",508 ms
76722,"200,",400 ms
243877,"200,",501 ms
121926,"200,",354 ms
79054,"200,",445 ms
181124,"200,",347 ms
161060,"200,",438 ms
110966,"200,",547 ms
152861,"200,",509 ms
170930,"200,",512 ms
154137,"200,",518 ms
138498,"200,",415 ms
235930,"200,",402 ms
149741,"200,",459 ms
44292,"200,",560 ms
83320,"200,",553 ms
97427,"200,",436 ms
97651,"200,",425 ms
10223,"0,",451 ms
33137,"200,",421 ms
175363,"200,",464 ms
218832,"200,",444 ms
17567,"200,",466 ms
182828,"200,",508 ms
110069,"200,",190 ms
146051,"200,",374 ms
251050,"200,",428 ms
121867,"200,",388 ms
46665,"200,",450 ms
132494,"200,",409 ms
203925,"200,",448 ms
200747,"200,",439 ms
73221,"200,",424 ms
33904,"200,",495 ms
130589,"200,",280 ms
258917,"200,",353 ms
35309,"200,",298 ms
222967,"200,",392 ms
296014,"200,",508 ms
101645,"200,",502 ms
179606,"200,",530 ms
29284,"200,",546 ms
166663,"200,",665 ms
136495,"200,",672 ms
2885,"200,",638 ms
248087,"200,",515 ms
308527,"200,",511 ms
70945,"200,",513 ms
223081,"200,",522 ms
248118,"200,",374 ms
113400,"200,",400 ms
267218,"200,",365 ms
195585,"200,",365 ms
13879,"200,",492 ms
18128,"200,",383 ms
117757,"200,",441 ms
182458,"200,",266 ms
102995,"200,",383 ms
177405,"200,",611 ms
48280,"200,",454 ms
244255,"200,",673 ms
208729,"200,",673 ms
176941,"200,",715 ms
191123,"200,",764 ms
90801,"200,",251 ms
169486,"200,",327 ms
208035,"200,",354 ms
174429,"200,",361 ms
164568,"200,",342 ms
3892,"200,",422 ms
305094,"200,",446 ms
201823,"200,",434 ms
100207,"200,",328 ms
146762,"200,",467 ms
273533,"200,",490 ms
205270,"200,",474 ms
256769,"200,",391 ms
295176,"200,",516 ms
266861,"200,",474 ms
268647,"200,",468 ms
28151,"200,",479 ms
235063,"200,",345 ms
129519,"200,",352 ms
68061,"200,",368 ms
217682,"200,",441 ms
158790,"200,",523 ms
254573,"200,",391 ms
41977,"200,",474 ms
64601,"200,",246 ms
21585,"200,",285 ms
184953,"200,",444 ms
223372,"200,",431 ms
211709,"200,",327 ms
283064,"200,",368 ms
275304,"200,",399 ms
174942,"200,",480 ms
114438,"200,",468 ms
252239,"200,",492 ms
279109,"200,",490 ms
224713,"200,",551 ms
203794,"200,",665 ms
232698,"200,",629 ms
155732,"200,",650 ms
269769,"200,",310 ms
211347,"200,",309 ms
187015,"200,",281 ms
290844,"200,",462 ms
50829,"200,",453 ms
269051,"200,",459 ms
38768,"200,",438 ms
23203,"200,",467 ms
2706,"200,",416 ms
286089,"200,",483 ms
26464,"200,",471 ms
162029,"200,",473 ms
282654,"200,",511 ms
280672,"200,",521 ms
233073,"200,",520 ms
176958,"200,",530 ms
203640,"200,",488 ms
148269,"200,",527 ms
278211,"200,",555 ms
210128,"200,",353 ms
295519,"200,",372 ms
12933,"200,",355 ms
217296,"200,",332 ms
159334,"200,",340 ms
250629,"200,",356 ms
177814,"200,",128 ms
193050,"200,",345 ms
238134,"200,",365 ms
89812,"200,",439 ms
50272,"200,",462 ms
208642,"200,",350 ms
21495,"200,",502 ms
168742,"200,",402 ms
266891,"200,",410 ms
307465,"200,",406 ms
147520,"200,",329 ms
250739,"200,",325 ms
152746,"200,",326 ms
163009,"200,",334 ms
38739,"200,",363 ms
234865,"200,",664 ms
33105,"200,",509 ms
188174,"200,",505 ms
108269,"200,",375 ms
203491,"200,",345 ms
194073,"200,",410 ms
83873,"200,",303 ms
297125,"200,",373 ms
34456,"200,",412 ms
48038,"200,",420 ms
84887,"200,",239 ms
11873,"200,",501 ms
238091,"200,",353 ms
93804,"200,",319 ms
227373,"200,",470 ms
196821,"200,",265 ms
52633,"200,",359 ms
34162,"200,",377 ms
138554,"200,",372 ms
117478,"200,",463 ms
220914,"200,",518 ms
163523,"200,",398 ms
57439,"200,",513 ms
200460,"200,",408 ms
73560,"200,",519 ms
222623,"200,",519 ms
217959,"200,",405 ms
72631,"200,",571 ms
107153,"200,",654 ms
21675,"200,",732 ms
287247,"200,",673 ms
53593,"200,",730 ms
222341,"200,",692 ms
100261,"200,",336 ms
166621,"200,",390 ms
109087,"200,",363 ms
79231,"200,",485 ms
240401,"200,",364 ms
92873,"200,",327 ms
118214,"200,",392 ms
192155,"200,",429 ms
307298,"200,",433 ms
1420,"200,",232 ms
284449,"200,",442 ms
106329,"200,",508 ms
101697,"200,",643 ms
101528,"200,",628 ms
93090,"200,",629 ms
164445,"200,",580 ms
100500,"200,",455 ms
189287,"200,",312 ms
111699,"200,",307 ms
249369,"200,",350 ms
51418,"200,",350 ms
147881,"200,",362 ms
269884,"200,",419 ms
146796,"200,",346 ms
68066,"200,",404 ms
177672,"200,",398 ms
191286,"200,",517 ms
161330,"200,",486 ms
207425,"200,",497 ms
150687,"200,",557 ms
303082,"200,",318 ms
142749,"200,",403 ms
171183,"200,",450 ms
10526,"200,",454 ms
112606,"200,",473 ms
238619,"200,",495 ms
224716,"200,",143 ms
49574,"200,",392 ms
103631,"200,",460 ms
270009,"200,",513 ms
47974,"200,",573 ms
40159,"200,",582 ms
169714,"200,",647 ms
277846,"200,",633 ms
279605,"200,",659 ms
303081,"200,",427 ms
181409,"200,",437 ms
198539,"200,",505 ms
271020,"200,",530 ms
137898,"200,",522 ms
233825,"200,",378 ms
292949,"200,",295 ms
161480,"200,",404 ms
242906,"200,",598 ms
134333,"200,",607 ms
16379,"200,",590 ms
235008,"200,",634 ms
142642,"200,",643 ms
52985,"200,",669 ms
264551,"200,",320 ms
190672,"200,",399 ms
82388,"200,",360 ms
30079,"200,",357 ms
195359,"200,",384 ms
98568,"200,",423 ms
289871,"200,",430 ms
251426,"200,",387 ms
274553,"200,",375 ms
119273,"200,",393 ms
254293,"200,",375 ms
107151,"200,",299 ms
147609,"200,",320 ms
41365,"200,",309 ms
130570,"200,",413 ms
175559,"200,",477 ms
263787,"200,",460 ms
215100,"200,",467 ms
212454,"200,",463 ms
272294,"200,",306 ms
164533,"200,",429 ms
230712,"200,",395 ms
295790,"200,",444 ms
18714,"200,",318 ms
206998,"200,",297 ms
218588,"200,",233 ms
106382,"200,",304 ms
162804,"200,",483 ms
238092,"200,",418 ms
39518,"200,",371 ms
274905,"200,",430 ms
264367,"200,",494 ms
36266,"200,",498 ms
223356,"200,",501 ms
15645,"200,",654 ms
137564,"200,",665 ms
251921,"200,",716 ms
79401,"200,",416 ms
295039,"200,",421 ms
62612,"200,",581 ms
208534,"200,",617 ms
202387,"0,",632 ms
301801,"200,",636 ms
58284,"200,",280 ms
229335,"200,",505 ms
97940,"200,",360 ms
304843,"200,",434 ms
71157,"200,",438 ms
9955,"200,",420 ms
71142,"200,",423 ms
105210,"200,",374 ms
31468,"200,",436 ms
288211,"200,",355 ms
56294,"200,",523 ms
145537,"200,",483 ms
5517,"200,",474 ms
206943,"200,",231 ms
144630,"200,",469 ms
131632,"200,",393 ms
154420,"200,",383 ms
204769,"200,",450 ms
98730,"200,",322 ms
87402,"200,",376 ms
191267,"200,",414 ms
294527,"200,",411 ms
161595,"200,",268 ms
62044,"200,",342 ms
154586,"200,",334 ms
263198,"200,",368 ms
283774,"200,",300 ms
173054,"200,",320 ms
18921,"200,",391 ms
101915,"200,",383 ms
212039,"200,",446 ms
48503,"200,",485 ms
13658,"200,",505 ms
53040,"200,",549 ms
176283,"200,",538 ms
127607,"200,",375 ms
299480,"200,",455 ms
91874,"200,",501 ms
194746,"200,",441 ms
192208,"200,",446 ms
237712,"200,",361 ms
291531,"200,",335 ms
31542,"200,",363 ms
137446,"200,",508 ms
185810,"200,",528 ms
127199,"200,",524 ms
65547,"200,",628 ms
302064,"200,",669 ms
232737,"200,",724 ms
215401,"200,",708 ms
267574,"200,",377 ms
141420,"200,",414 ms
135541,"200,",471 ms
135861,"200,",360 ms
166928,"200,",424 ms
148236,"200,",425 ms
179275,"200,",484 ms
70496,"200,",512 ms
2630,"200,",491 ms
167371,"200,",554 ms
114874,"200,",381 ms
208078,"200,",439 ms
279258,"200,",578 ms
126003,"200,",610 ms
89551,"200,",628 ms
216080,"200,",625 ms
303136,"200,",161 ms
6540,"200,",433 ms
184198,"200,",382 ms
236173,"200,",439 ms
234690,"200,",470 ms
138625,"200,",483 ms
12894,"200,",491 ms
139842,"200,",548 ms
34073,"200,",361 ms
163700,"200,",667 ms
231852,"200,",672 ms
273864,"200,",467 ms
270423,"200,",475 ms
143742,"200,",496 ms
245769,"200,",481 ms
200047,"200,",501 ms
115734,"200,",292 ms
149305,"200,",398 ms
217848,"200,",452 ms
101106,"200,",284 ms
24397,"200,",393 ms
157309,"200,",381 ms
49768,"200,",342 ms
137192,"200,",339 ms
245035,"200,",384 ms
273079,"200,",423 ms
213184,"200,",240 ms
214720,"200,",326 ms
223364,"200,",367 ms
15379,"200,",423 ms
18401,"200,",399 ms
24090,"200,",447 ms
44820,"200,",426 ms
52245,"200,",461 ms
173139,"200,",336 ms
19861,"200,",442 ms
87184,"200,",466 ms
245613,"200,",445 ms
233359,"200,",462 ms
42331,"200,",618 ms
148875,"200,",603 ms
216989,"200,",617 ms
13099,"200,",593 ms
227403,"200,",613 ms
288969,"200,",650 ms
79123,"200,",662 ms
51742,"200,",463 ms
227023,"200,",478 ms
69569,"200,",523 ms
169393,"200,",508 ms
253891,"200,",510 ms
265709,"200,",646 ms
279463,"200,",422 ms
262944,"200,",700 ms
136169,"200,",712 ms
100807,"200,",709 ms
11329,"200,",711 ms
290266,"200,",741 ms
200934,"200,",258 ms
86631,"200,",287 ms
15368,"200,",412 ms
32938,"200,",463 ms
32615,"200,",505 ms
189532,"200,",529 ms
195901,"200,",491 ms
168574,"200,",510 ms
283340,"200,",416 ms
213627,"200,",540 ms
226788,"200,",581 ms
194559,"200,",597 ms
43266,"200,",591 ms
148293,"200,",632 ms
283928,"200,",474 ms
76505,"200,",500 ms
280278,"200,",505 ms
86279,"200,",458 ms
136879,"200,",460 ms
207464,"200,",254 ms
78376,"200,",292 ms
5371,"200,",295 ms
15980,"200,",363 ms
288376,"200,",100 ms
72133,"200,",341 ms
255639,"200,",350 ms
152092,"200,",354 ms
230683,"200,",315 ms
299602,"200,",333 ms
267800,"200,",275 ms
12748,"200,",611 ms
33047,"200,",607 ms
92299,"200,",617 ms
74190,"200,",615 ms
180780,"200,",615 ms
194848,"200,",232 ms
42456,"200,",376 ms
108799,"200,",559 ms
21380,"200,",695 ms
260406,"200,",695 ms
270362,"200,",746 ms
248851,"200,",734 ms
238778,"200,",795 ms
105058,"200,",798 ms
199021,"200,",798 ms
204534,"200,",356 ms
57602,"200,",487 ms
139822,"200,",600 ms
159819,"200,",585 ms
81100,"200,",566 ms
291685,"200,",562 ms
128161,"200,",442 ms
100903,"200,",470 ms
79044,"200,",514 ms
28584,"200,",644 ms
183994,"200,",629 ms
29849,"200,",644 ms
94769,"200,",656 ms
185411,"200,",339 ms
107965,"200,",488 ms
46755,"200,",556 ms
307713,"200,",607 ms
289716,"200,",615 ms
238205,"200,",616 ms
55768,"200,",313 ms
78064,"200,",347 ms
65254,"200,",393 ms
265503,"200,",454 ms
156157,"200,",573 ms
122891,"200,",763 ms
145726,"200,",740 ms
309043,"200,",711 ms
248997,"200,",703 ms
46733,"200,",809 ms
277270,"200,",778 ms
248763,"0,",803 ms
69726,"200,",474 ms
300007,"200,",501 ms
298550,"200,",488 ms
26696,"200,",478 ms
75533,"200,",469 ms
256067,"200,",410 ms
28975,"200,",423 ms
160994,"0,",435 ms
241393,"200,",504 ms
248061,"200,",511 ms
272893,"200,",492 ms
64552,"200,",520 ms
109615,"200,",608 ms
57667,"200,",592 ms
270765,"200,",504 ms
282410,"200,",601 ms
245825,"200,",642 ms
257456,"200,",709 ms
129143,"200,",695 ms
202054,"200,",681 ms
173949,"200,",303 ms
162018,"200,",392 ms
189930,"200,",369 ms
23531,"200,",362 ms
277554,"200,",400 ms
237721,"200,",671 ms
167446,"200,",455 ms
176676,"200,",718 ms
146850,"200,",536 ms
198937,"200,",549 ms
102901,"200,",535 ms
265740,"200,",541 ms
266837,"200,",590 ms
285252,"200,",715 ms
65134,"200,",713 ms
42602,"200,",733 ms
223302,"200,",544 ms
254289,"200,",564 ms
189049,"0,",643 ms
200041,"200,",652 ms
216307,"200,",643 ms
213270,"200,",654 ms
28989,"200,",369 ms
40510,"200,",370 ms
282129,"200,",368 ms
74163,"200,",445 ms
89313,"200,",527 ms
225598,"200,",511 ms
169158,"0,",365 ms
