user,status,response_time
36503,"200,",633 ms
101999,"200,",386 ms
135416,"200,",437 ms
236599,"200,",235 ms
305546,"200,",392 ms
80586,"200,",519 ms
80189,"200,",382 ms
153399,"200,",367 ms
227448,"200,",752 ms
35274,"200,",800 ms
189261,"200,",806 ms
168044,"0,",849 ms
294328,"0,",841 ms
104763,"0,",855 ms
276190,"0,",842 ms
155665,"200,",336 ms
196630,"200,",381 ms
100049,"200,",454 ms
70924,"200,",252 ms
170362,"200,",332 ms
210792,"200,",355 ms
208387,"200,",331 ms
294018,"200,",344 ms
16165,"200,",391 ms
202060,"200,",410 ms
163094,"200,",532 ms
266144,"200,",531 ms
187838,"200,",531 ms
238354,"200,",536 ms
270692,"200,",548 ms
103399,"200,",145 ms
306223,"200,",398 ms
71433,"200,",392 ms
23885,"200,",438 ms
86209,"200,",528 ms
94203,"200,",557 ms
105751,"200,",513 ms
228251,"200,",311 ms
121303,"200,",459 ms
39349,"200,",455 ms
187132,"200,",523 ms
72724,"200,",540 ms
71584,"200,",382 ms
143377,"200,",401 ms
2212,"200,",352 ms
141154,"200,",462 ms
167635,"200,",468 ms
294195,"200,",625 ms
58562,"200,",667 ms
10606,"200,",704 ms
119613,"200,",744 ms
56193,"200,",747 ms
298066,"200,",762 ms
282317,"200,",249 ms
106055,"200,",423 ms
17936,"200,",464 ms
198918,"200,",305 ms
44222,"200,",376 ms
175672,"200,",364 ms
180336,"200,",146 ms
208509,"200,",517 ms
15652,"200,",383 ms
12992,"200,",408 ms
235195,"200,",466 ms
262230,"200,",471 ms
211409,"200,",430 ms
187616,"200,",437 ms
131859,"200,",288 ms
78980,"200,",473 ms
73678,"200,",254 ms
125767,"200,",323 ms
259857,"200,",361 ms
258766,"200,",418 ms
160179,"200,",353 ms
252068,"200,",466 ms
34427,"200,",555 ms
55713,"200,",667 ms
15122,"200,",321 ms
199049,"200,",411 ms
230395,"200,",476 ms
184393,"200,",402 ms
13540,"200,",406 ms
130613,"200,",326 ms
7079,"200,",343 ms
226767,"200,",373 ms
231428,"200,",411 ms
124335,"200,",419 ms
129272,"200,",409 ms
51226,"200,",416 ms
68283,"200,",349 ms
193808,"200,",344 ms
29525,"200,",360 ms
27092,"200,",294 ms
227669,"200,",358 ms
69814,"200,",473 ms
20575,"200,",478 ms
104088,"200,",510 ms
175121,"200,",509 ms
211923,"200,",364 ms
123679,"200,",463 ms
102178,"200,",507 ms
205566,"200,",508 ms
289403,"200,",510 ms
169777,"200,",236 ms
169482,"200,",414 ms
147463,"200,",456 ms
225147,"200,",477 ms
122413,"200,",428 ms
55922,"200,",507 ms
243989,"200,",430 ms
260445,"200,",318 ms
53420,"200,",335 ms
70017,"200,",479 ms
149944,"200,",461 ms
225095,"200,",482 ms
204637,"200,",380 ms
39377,"200,",509 ms
123637,"0,",565 ms
44500,"200,",607 ms
13536,"200,",617 ms
172091,"200,",390 ms
98660,"200,",457 ms
175169,"200,",474 ms
209753,"200,",436 ms
140358,"200,",466 ms
140015,"200,",480 ms
248360,"200,",492 ms
42770,"200,",612 ms
305999,"200,",714 ms
245655,"200,",709 ms
219276,"0,",887 ms
266585,"0,",837 ms
300761,"0,",837 ms
308287,"0,",838 ms
141185,"0,",842 ms
82514,"200,",397 ms
143634,"200,",381 ms
263262,"200,",447 ms
242403,"200,",410 ms
2280,"200,",403 ms
50917,"200,",495 ms
13126,"200,",405 ms
48951,"200,",445 ms
158007,"200,",590 ms
191093,"200,",619 ms
178276,"200,",641 ms
271242,"200,",501 ms
67934,"200,",476 ms
116847,"200,",482 ms
94457,"200,",430 ms
82442,"200,",563 ms
163164,"200,",580 ms
7995,"200,",599 ms
132493,"200,",589 ms
8580,"200,",591 ms
176146,"200,",229 ms
282164,"200,",364 ms
39055,"200,",256 ms
3980,"200,",402 ms
94637,"200,",402 ms
3998,"200,",402 ms
89741,"200,",420 ms
207757,"200,",570 ms
132023,"200,",586 ms
147932,"200,",270 ms
32845,"200,",287 ms
17266,"200,",446 ms
66227,"200,",434 ms
256560,"200,",499 ms
288031,"200,",476 ms
307645,"200,",266 ms
204871,"200,",192 ms
30725,"200,",541 ms
137957,"200,",539 ms
87917,"200,",568 ms
239416,"200,",558 ms
287103,"200,",559 ms
124247,"200,",397 ms
252073,"200,",513 ms
63142,"200,",544 ms
33999,"200,",596 ms
152629,"0,",593 ms
117451,"200,",586 ms
280817,"200,",315 ms
283820,"200,",365 ms
179293,"200,",387 ms
194257,"200,",449 ms
224119,"200,",482 ms
161586,"200,",550 ms
71342,"200,",585 ms
36113,"200,",560 ms
89951,"200,",543 ms
49484,"200,",503 ms
197289,"200,",328 ms
246462,"200,",456 ms
273951,"200,",493 ms
209547,"200,",312 ms
119763,"200,",366 ms
26834,"200,",442 ms
164565,"200,",500 ms
61758,"200,",510 ms
273812,"200,",495 ms
248982,"200,",496 ms
146134,"200,",305 ms
67844,"200,",370 ms
231753,"200,",322 ms
1148,"200,",374 ms
83244,"200,",323 ms
15246,"200,",359 ms
119906,"200,",304 ms
1813,"200,",359 ms
140746,"200,",294 ms
227396,"200,",447 ms
267081,"200,",396 ms
235298,"200,",439 ms
107202,"200,",455 ms
186407,"200,",499 ms
120014,"200,",465 ms
92726,"200,",482 ms
67380,"200,",448 ms
295839,"200,",515 ms
51855,"200,",479 ms
151970,"200,",193 ms
259408,"200,",519 ms
100395,"200,",560 ms
122981,"200,",656 ms
169597,"200,",701 ms
299730,"200,",702 ms
218924,"200,",683 ms
177606,"200,",686 ms
263861,"200,",422 ms
57045,"200,",444 ms
307165,"200,",455 ms
108374,"200,",358 ms
91128,"200,",399 ms
157646,"200,",456 ms
45536,"200,",457 ms
45352,"200,",420 ms
221549,"200,",432 ms
64937,"200,",378 ms
174620,"200,",448 ms
107466,"200,",390 ms
119567,"200,",429 ms
189440,"200,",367 ms
53323,"200,",310 ms
151490,"200,",428 ms
114999,"200,",376 ms
281703,"200,",478 ms
22801,"200,",466 ms
180412,"200,",469 ms
14770,"200,",480 ms
292727,"200,",450 ms
77435,"200,",430 ms
255933,"200,",421 ms
134447,"200,",460 ms
215072,"200,",314 ms
104410,"200,",486 ms
139271,"200,",330 ms
101316,"200,",169 ms
303007,"200,",244 ms
257074,"200,",312 ms
271615,"200,",301 ms
290229,"200,",288 ms
208975,"200,",396 ms
231036,"200,",327 ms
154566,"200,",500 ms
158173,"200,",545 ms
299583,"200,",559 ms
176236,"200,",564 ms
103731,"200,",579 ms
15906,"0,",128 ms
49653,"200,",308 ms
205389,"200,",400 ms
120383,"200,",489 ms
18657,"200,",466 ms
118931,"200,",481 ms
226964,"200,",513 ms
132414,"200,",540 ms
270386,"200,",618 ms
232604,"200,",625 ms
214101,"200,",511 ms
173387,"200,",508 ms
25948,"200,",531 ms
60555,"200,",475 ms
74213,"200,",552 ms
86267,"200,",639 ms
142714,"200,",643 ms
144396,"200,",700 ms
254126,"200,",721 ms
229952,"0,",679 ms
2249,"200,",697 ms
153698,"200,",306 ms
207469,"200,",508 ms
154013,"200,",522 ms
143443,"200,",453 ms
43016,"200,",536 ms
187538,"200,",284 ms
153670,"200,",424 ms
184588,"200,",429 ms
27226,"200,",351 ms
4438,"200,",544 ms
89107,"200,",548 ms
93661,"200,",552 ms
196280,"200,",557 ms
223668,"200,",535 ms
155612,"200,",669 ms
258487,"200,",702 ms
111478,"200,",733 ms
258640,"200,",742 ms
212857,"200,",752 ms
55646,"200,",743 ms
111804,"200,",303 ms
170999,"200,",349 ms
267318,"200,",414 ms
14780,"200,",334 ms
274984,"200,",421 ms
305775,"200,",471 ms
210930,"200,",473 ms
192240,"200,",510 ms
10141,"200,",592 ms
223144,"200,",634 ms
141411,"200,",307 ms
73584,"200,",561 ms
261941,"200,",608 ms
70358,"200,",631 ms
100466,"200,",475 ms
295278,"200,",319 ms
119686,"200,",318 ms
2771,"200,",371 ms
285191,"200,",360 ms
146724,"200,",415 ms
289427,"200,",412 ms
62529,"0,",441 ms
62828,"200,",451 ms
197526,"200,",411 ms
32773,"200,",341 ms
179946,"200,",335 ms
138249,"200,",401 ms
198978,"200,",412 ms
71031,"200,",255 ms
7542,"200,",253 ms
258407,"200,",254 ms
234432,"200,",449 ms
76116,"200,",477 ms
67297,"200,",498 ms
125346,"200,",503 ms
236608,"200,",515 ms
112517,"200,",525 ms
211008,"200,",635 ms
204652,"200,",710 ms
80792,"200,",708 ms
168738,"200,",729 ms
92423,"200,",709 ms
92655,"200,",692 ms
66714,"200,",502 ms
25018,"200,",531 ms
62192,"200,",462 ms
222289,"200,",461 ms
15984,"200,",286 ms
121062,"200,",309 ms
89529,"200,",375 ms
117750,"200,",364 ms
85567,"200,",331 ms
5961,"200,",244 ms
10154,"200,",363 ms
81108,"200,",408 ms
141930,"200,",400 ms
38633,"200,",393 ms
279488,"200,",380 ms
165734,"200,",383 ms
283378,"200,",375 ms
300687,"200,",455 ms
241549,"200,",386 ms
153485,"200,",222 ms
11897,"200,",343 ms
40187,"200,",438 ms
208653,"200,",487 ms
11392,"200,",463 ms
26819,"200,",601 ms
123660,"200,",631 ms
105726,"200,",636 ms
248177,"200,",660 ms
128954,"200,",761 ms
49295,"200,",792 ms
288808,"0,",812 ms
28517,"200,",832 ms
23979,"200,",509 ms
256469,"200,",608 ms
66941,"200,",600 ms
169540,"200,",548 ms
26703,"200,",581 ms
119156,"200,",582 ms
30267,"200,",575 ms
153851,"200,",593 ms
220537,"200,",607 ms
57008,"200,",361 ms
13830,"200,",337 ms
300126,"200,",397 ms
222599,"200,",389 ms
248468,"200,",456 ms
185757,"200,",350 ms
166638,"200,",456 ms
166846,"200,",455 ms
151469,"200,",494 ms
79757,"200,",567 ms
44978,"200,",598 ms
300181,"200,",823 ms
89009,"0,",837 ms
202708,"200,",795 ms
24042,"0,",819 ms
284634,"200,",828 ms
124539,"0,",881 ms
91281,"0,",884 ms
146898,"200,",351 ms
210062,"200,",329 ms
252721,"200,",367 ms
200268,"200,",466 ms
266978,"200,",524 ms
86690,"200,",388 ms
101822,"200,",494 ms
186861,"200,",497 ms
158992,"200,",376 ms
276852,"200,",347 ms
192154,"0,",411 ms
187991,"200,",376 ms
54645,"200,",303 ms
117826,"200,",287 ms
146434,"200,",432 ms
23384,"200,",440 ms
249804,"200,",439 ms
46975,"200,",365 ms
26132,"200,",328 ms
99168,"200,",444 ms
74835,"200,",339 ms
260736,"200,",459 ms
80504,"200,",456 ms
86431,"200,",442 ms
202647,"200,",515 ms
233563,"200,",384 ms
236610,"200,",508 ms
7091,"200,",526 ms
60731,"200,",530 ms
97901,"200,",532 ms
91630,"200,",404 ms
261570,"200,",497 ms
90481,"200,",614 ms
101644,"200,",671 ms
290731,"200,",345 ms
13031,"200,",466 ms
10883,"200,",472 ms
292496,"0,",520 ms
287023,"200,",530 ms
85080,"200,",444 ms
270128,"200,",498 ms
628,"200,",442 ms
204555,"200,",547 ms
230891,"200,",508 ms
128350,"200,",518 ms
242554,"200,",407 ms
281788,"200,",382 ms
20734,"200,",270 ms
211656,"200,",390 ms
307219,"200,",397 ms
15578,"200,",362 ms
123408,"0,",294 ms
121336,"200,",416 ms
72351,"200,",368 ms
76060,"200,",415 ms
20543,"200,",443 ms
278645,"200,",403 ms
167140,"200,",420 ms
156826,"200,",486 ms
213443,"200,",481 ms
34235,"200,",519 ms
75317,"200,",321 ms
88938,"200,",406 ms
116298,"200,",319 ms
255596,"200,",452 ms
127055,"200,",437 ms
107447,"0,",442 ms
136692,"200,",432 ms
137691,"200,",418 ms
176400,"200,",234 ms
251009,"200,",332 ms
254000,"200,",406 ms
163573,"200,",364 ms
124573,"200,",377 ms
226554,"200,",340 ms
216015,"200,",377 ms
108919,"200,",112 ms
284327,"200,",370 ms
95522,"200,",380 ms
173868,"200,",470 ms
25772,"200,",500 ms
305181,"200,",514 ms
81103,"200,",505 ms
301465,"200,",326 ms
306825,"200,",244 ms
50510,"200,",401 ms
98013,"200,",412 ms
183718,"200,",399 ms
26761,"200,",435 ms
15964,"200,",198 ms
179230,"200,",312 ms
259717,"200,",449 ms
194866,"200,",374 ms
129509,"200,",220 ms
59931,"200,",407 ms
215385,"200,",566 ms
75087,"200,",552 ms
258396,"200,",583 ms
108335,"200,",538 ms
233608,"200,",333 ms
282860,"200,",438 ms
204999,"200,",456 ms
307634,"200,",464 ms
299561,"200,",319 ms
204724,"200,",360 ms
278617,"200,",368 ms
93795,"200,",509 ms
157974,"200,",360 ms
241878,"200,",400 ms
185922,"200,",382 ms
61782,"200,",478 ms
129945,"200,",362 ms
33218,"200,",312 ms
246482,"200,",391 ms
100103,"200,",321 ms
293232,"200,",339 ms
86103,"200,",346 ms
167341,"200,",365 ms
139974,"200,",312 ms
129940,"200,",437 ms
123051,"200,",335 ms
165823,"200,",393 ms
252359,"200,",363 ms
98015,"200,",328 ms
503,"200,",431 ms
147584,"200,",496 ms
221839,"200,",409 ms
37596,"200,",299 ms
213456,"200,",406 ms
286588,"200,",443 ms
245839,"200,",451 ms
179854,"200,",432 ms
107182,"200,",402 ms
233267,"200,",411 ms
149864,"200,",336 ms
106758,"200,",386 ms
228463,"200,",402 ms
5667,"200,",384 ms
109245,"200,",414 ms
9875,"200,",320 ms
77526,"200,",403 ms
305428,"200,",424 ms
305311,"200,",284 ms
271291,"200,",239 ms
97239,"200,",439 ms
129944,"200,",466 ms
189467,"200,",411 ms
302896,"200,",388 ms
124419,"200,",357 ms
284787,"200,",437 ms
246212,"200,",477 ms
103207,"200,",543 ms
50355,"200,",537 ms
259960,"200,",370 ms
144572,"200,",450 ms
219108,"200,",356 ms
123814,"200,",492 ms
50367,"200,",492 ms
151337,"200,",630 ms
632,"200,",595 ms
225883,"200,",643 ms
81456,"200,",705 ms
215466,"200,",739 ms
309076,"200,",713 ms
57161,"200,",257 ms
214183,"200,",444 ms
22021,"200,",270 ms
135614,"200,",345 ms
53876,"200,",472 ms
169491,"200,",503 ms
59794,"200,",492 ms
250372,"200,",457 ms
260975,"200,",533 ms
49557,"200,",475 ms
294460,"200,",479 ms
95716,"200,",488 ms
217456,"200,",498 ms
301279,"200,",486 ms
192681,"200,",338 ms
78515,"200,",315 ms
139980,"200,",324 ms
208433,"200,",368 ms
225751,"200,",327 ms
209137,"200,",429 ms
209528,"200,",418 ms
74315,"200,",268 ms
124833,"200,",637 ms
230542,"200,",640 ms
9896,"200,",735 ms
265588,"200,",766 ms
110306,"200,",811 ms
219442,"200,",798 ms
254502,"200,",827 ms
218634,"0,",807 ms
90287,"200,",340 ms
242140,"200,",378 ms
28381,"200,",331 ms
146789,"200,",374 ms
22584,"200,",341 ms
136212,"200,",352 ms
185727,"200,",393 ms
262824,"200,",422 ms
119862,"200,",263 ms
122566,"200,",448 ms
268256,"200,",424 ms
200982,"200,",436 ms
61538,"200,",452 ms
303236,"200,",441 ms
283770,"200,",453 ms
304971,"200,",419 ms
221964,"200,",400 ms
154956,"200,",438 ms
133532,"200,",418 ms
6941,"200,",351 ms
38628,"200,",397 ms
122255,"200,",388 ms
172418,"200,",402 ms
282804,"200,",407 ms
262527,"200,",514 ms
106687,"200,",486 ms
223230,"200,",535 ms
118220,"200,",542 ms
200244,"200,",290 ms
106620,"200,",225 ms
154810,"200,",404 ms
42239,"200,",420 ms
8008,"200,",441 ms
18873,"200,",482 ms
110374,"200,",478 ms
239535,"200,",546 ms
302854,"200,",584 ms
155819,"200,",257 ms
211996,"200,",411 ms
204195,"200,",361 ms
85374,"200,",413 ms
191911,"200,",228 ms
101329,"200,",424 ms
200703,"200,",326 ms
259926,"200,",452 ms
57674,"200,",451 ms
86566,"200,",462 ms
295648,"200,",472 ms
121593,"200,",215 ms
3016,"200,",311 ms
48372,"200,",388 ms
94340,"200,",426 ms
15318,"200,",349 ms
168158,"200,",428 ms
92099,"200,",600 ms
260377,"200,",627 ms
224288,"200,",617 ms
24308,"200,",642 ms
139662,"200,",409 ms
254317,"200,",326 ms
171009,"200,",345 ms
55948,"200,",449 ms
212402,"200,",451 ms
62557,"200,",484 ms
175745,"200,",470 ms
132840,"200,",466 ms
247742,"200,",131 ms
36985,"200,",239 ms
281451,"200,",276 ms
188201,"200,",266 ms
237562,"200,",427 ms
272525,"200,",438 ms
166050,"200,",459 ms
102472,"200,",451 ms
49623,"200,",457 ms
23583,"200,",313 ms
18921,"200,",384 ms
73418,"200,",405 ms
154775,"200,",390 ms
47789,"200,",472 ms
133657,"200,",434 ms
481,"200,",458 ms
254817,"200,",461 ms
173208,"200,",469 ms
177798,"200,",413 ms
165749,"200,",434 ms
240521,"200,",395 ms
239522,"200,",434 ms
68262,"200,",471 ms
192693,"200,",368 ms
143124,"200,",319 ms
21598,"200,",450 ms
38693,"200,",450 ms
3258,"200,",369 ms
172747,"200,",381 ms
135102,"200,",278 ms
109042,"200,",441 ms
71371,"200,",514 ms
253715,"200,",678 ms
309397,"200,",667 ms
169304,"200,",679 ms
99805,"200,",644 ms
96861,"200,",695 ms
55969,"200,",695 ms
78106,"200,",174 ms
180223,"200,",354 ms
166528,"200,",343 ms
46313,"200,",340 ms
21857,"200,",462 ms
229911,"200,",420 ms
122089,"200,",382 ms
118129,"200,",292 ms
299900,"200,",453 ms
69529,"200,",361 ms
177435,"200,",462 ms
302170,"200,",574 ms
279352,"200,",594 ms
277395,"200,",626 ms
124301,"200,",646 ms
249193,"200,",674 ms
16011,"200,",693 ms
189644,"200,",400 ms
240214,"200,",525 ms
71765,"200,",482 ms
254781,"200,",404 ms
177890,"200,",418 ms
235891,"200,",444 ms
179410,"200,",426 ms
149768,"200,",417 ms
288045,"200,",292 ms
198214,"200,",464 ms
61284,"200,",326 ms
25796,"200,",438 ms
205277,"200,",424 ms
21886,"200,",422 ms
31547,"200,",426 ms
381,"200,",474 ms
45354,"200,",508 ms
217343,"200,",356 ms
45425,"200,",415 ms
32519,"200,",437 ms
67427,"200,",359 ms
100930,"200,",363 ms
165259,"200,",373 ms
119502,"200,",263 ms
241694,"200,",529 ms
276085,"200,",430 ms
65763,"200,",470 ms
225529,"200,",438 ms
22680,"200,",498 ms
13851,"200,",522 ms
27357,"0,",507 ms
56413,"200,",469 ms
266490,"200,",502 ms
12189,"200,",471 ms
243720,"200,",505 ms
171507,"200,",313 ms
145749,"200,",328 ms
4453,"200,",297 ms
75601,"200,",479 ms
226564,"200,",453 ms
197766,"200,",605 ms
273776,"200,",679 ms
93790,"200,",706 ms
19159,"200,",716 ms
95837,"200,",717 ms
103117,"200,",468 ms
246623,"200,",518 ms
138470,"200,",452 ms
76083,"200,",524 ms
267892,"200,",312 ms
199443,"200,",427 ms
195837,"200,",444 ms
117315,"200,",476 ms
11613,"200,",475 ms
211635,"200,",331 ms
167653,"200,",485 ms
236240,"200,",479 ms
286814,"200,",219 ms
197907,"200,",354 ms
161757,"200,",379 ms
107536,"200,",374 ms
77874,"200,",427 ms
3243,"200,",435 ms
3092,"200,",365 ms
81117,"200,",385 ms
174903,"200,",365 ms
189722,"200,",470 ms
193429,"200,",498 ms
32720,"200,",535 ms
23554,"200,",559 ms
39308,"200,",598 ms
118859,"200,",611 ms
264771,"200,",617 ms
360,"200,",463 ms
283844,"200,",406 ms
225909,"200,",711 ms
49120,"200,",735 ms
191572,"200,",749 ms
71175,"200,",747 ms
46569,"200,",749 ms
84391,"200,",344 ms
61114,"200,",428 ms
204800,"200,",393 ms
203246,"200,",543 ms
274954,"200,",295 ms
122920,"200,",475 ms
115271,"200,",516 ms
210799,"200,",502 ms
148018,"200,",486 ms
80143,"200,",489 ms
247090,"200,",552 ms
229158,"200,",476 ms
200431,"200,",458 ms
49180,"200,",409 ms
291893,"200,",431 ms
138881,"200,",402 ms
34074,"200,",428 ms
144561,"200,",400 ms
15451,"200,",305 ms
20545,"200,",515 ms
210815,"200,",536 ms
199012,"200,",349 ms
7112,"200,",534 ms
261629,"200,",341 ms
114195,"200,",451 ms
149024,"200,",525 ms
104584,"200,",544 ms
269502,"200,",562 ms
130947,"200,",546 ms
108915,"200,",572 ms
165641,"200,",572 ms
227779,"200,",432 ms
100954,"200,",285 ms
120368,"200,",584 ms
191202,"200,",630 ms
239896,"200,",642 ms
176676,"200,",661 ms
287212,"200,",706 ms
45988,"200,",347 ms
269331,"200,",394 ms
40891,"200,",366 ms
61857,"200,",350 ms
38127,"200,",387 ms
69802,"0,",453 ms
67772,"200,",363 ms
192757,"200,",435 ms
222640,"200,",239 ms
65861,"200,",376 ms
148539,"200,",306 ms
150624,"200,",274 ms
223663,"200,",456 ms
28238,"200,",433 ms
48674,"200,",519 ms
4811,"200,",566 ms
179697,"200,",590 ms
43184,"200,",618 ms
224589,"200,",624 ms
147574,"200,",393 ms
33823,"200,",438 ms
127333,"200,",438 ms
239357,"200,",402 ms
31352,"200,",441 ms
24378,"200,",438 ms
262037,"200,",448 ms
176453,"200,",553 ms
29092,"200,",567 ms
285517,"200,",550 ms
251995,"200,",564 ms
187540,"200,",574 ms
193052,"200,",553 ms
65195,"200,",581 ms
25987,"200,",506 ms
110116,"200,",515 ms
201637,"200,",471 ms
205438,"200,",474 ms
243449,"200,",469 ms
79249,"200,",324 ms
157438,"200,",432 ms
8632,"200,",478 ms
259164,"200,",483 ms
110123,"200,",519 ms
216448,"200,",511 ms
230745,"200,",257 ms
212676,"200,",395 ms
143025,"200,",381 ms
305044,"200,",488 ms
59386,"200,",493 ms
18326,"200,",493 ms
78826,"200,",325 ms
298112,"200,",412 ms
180666,"200,",416 ms
249292,"200,",493 ms
109302,"200,",386 ms
58520,"200,",404 ms
58114,"200,",397 ms
92450,"200,",415 ms
189815,"200,",433 ms
99208,"200,",455 ms
235893,"200,",447 ms
32646,"200,",724 ms
65098,"200,",698 ms
155026,"200,",755 ms
192297,"200,",315 ms
103285,"200,",969 ms
100337,"200,",1147 ms
26693,"0,",1284 ms
184334,"200,",568 ms
51452,"200,",472 ms
188496,"200,",467 ms
127448,"200,",474 ms
104062,"200,",558 ms
96437,"200,",447 ms
106509,"200,",464 ms
56981,"200,",554 ms
149927,"200,",537 ms
106225,"200,",519 ms
105010,"200,",286 ms
20040,"200,",465 ms
233296,"200,",344 ms
287614,"200,",523 ms
137005,"200,",565 ms
303894,"200,",722 ms
264930,"200,",696 ms
32147,"200,",717 ms
26869,"200,",688 ms
68190,"200,",695 ms
38251,"200,",432 ms
47056,"200,",479 ms
81020,"200,",505 ms
192056,"200,",335 ms
145159,"200,",312 ms
188216,"200,",489 ms
113464,"200,",500 ms
54079,"200,",496 ms
84969,"200,",511 ms
226953,"200,",372 ms
140175,"200,",406 ms
34502,"200,",416 ms
191485,"200,",388 ms
160505,"200,",414 ms
158208,"200,",463 ms
261542,"200,",444 ms
123238,"200,",435 ms
75473,"200,",435 ms
89794,"200,",391 ms
135951,"200,",412 ms
273148,"200,",611 ms
268698,"200,",322 ms
22323,"200,",280 ms
289311,"200,",507 ms
187026,"200,",410 ms
295530,"200,",387 ms
148188,"200,",325 ms
279310,"200,",345 ms
71900,"200,",348 ms
225754,"200,",301 ms
148920,"200,",363 ms
252281,"200,",345 ms
233134,"200,",351 ms
225098,"200,",339 ms
248760,"200,",305 ms
94142,"200,",349 ms
92017,"200,",291 ms
171903,"200,",305 ms
116871,"200,",496 ms
88548,"200,",447 ms
193933,"200,",499 ms
198401,"200,",455 ms
238900,"200,",369 ms
290897,"200,",448 ms
284494,"200,",444 ms
275708,"200,",421 ms
260335,"200,",459 ms
141759,"200,",505 ms
254704,"200,",518 ms
217120,"200,",527 ms
253873,"200,",538 ms
43179,"200,",378 ms
62841,"200,",492 ms
136290,"200,",476 ms
301505,"200,",465 ms
249,"200,",372 ms
67496,"200,",484 ms
213813,"200,",560 ms
225899,"200,",601 ms
290787,"200,",670 ms
206295,"200,",707 ms
130145,"200,",705 ms
75350,"200,",205 ms
143029,"200,",339 ms
68529,"200,",269 ms
116660,"200,",401 ms
108763,"200,",400 ms
252892,"200,",402 ms
255546,"200,",180 ms
292189,"200,",558 ms
173264,"200,",434 ms
233589,"200,",390 ms
309329,"200,",507 ms
122856,"200,",427 ms
150504,"200,",414 ms
202133,"200,",500 ms
221449,"200,",503 ms
187759,"200,",411 ms
128045,"200,",414 ms
283338,"200,",360 ms
264695,"200,",368 ms
227589,"200,",169 ms
179220,"200,",322 ms
180256,"200,",404 ms
20707,"200,",424 ms
268656,"200,",381 ms
73353,"200,",287 ms
96918,"200,",435 ms
210228,"200,",429 ms
130424,"200,",468 ms
256575,"200,",477 ms
300860,"200,",407 ms
153062,"200,",482 ms
225061,"200,",442 ms
257089,"200,",302 ms
77490,"200,",394 ms
202838,"200,",419 ms
197469,"200,",486 ms
28080,"200,",488 ms
239745,"200,",391 ms
202517,"200,",405 ms
148159,"200,",479 ms
170477,"200,",508 ms
290994,"200,",415 ms
245463,"200,",423 ms
243855,"200,",304 ms
127528,"200,",412 ms
216439,"200,",503 ms
279247,"200,",573 ms
261295,"200,",623 ms
8847,"200,",592 ms
72040,"200,",626 ms
268207,"200,",630 ms
182542,"200,",619 ms
46196,"200,",378 ms
112052,"200,",406 ms
221529,"200,",327 ms
248166,"200,",412 ms
94838,"200,",442 ms
220229,"200,",222 ms
28706,"200,",238 ms
64129,"200,",487 ms
61205,"0,",527 ms
71976,"200,",622 ms
141970,"200,",575 ms
269264,"200,",640 ms
299062,"200,",337 ms
143085,"200,",352 ms
90439,"200,",326 ms
229730,"200,",522 ms
169622,"200,",303 ms
261552,"200,",361 ms
212459,"200,",370 ms
175311,"200,",374 ms
285918,"200,",254 ms
210575,"200,",355 ms
128468,"200,",361 ms
205039,"200,",444 ms
159599,"200,",378 ms
108880,"200,",334 ms
167158,"200,",385 ms
154269,"200,",393 ms
165748,"200,",395 ms
208421,"200,",436 ms
272214,"200,",623 ms
98176,"200,",257 ms
56052,"200,",460 ms
127554,"200,",417 ms
71947,"200,",435 ms
141775,"200,",445 ms
210448,"200,",458 ms
66573,"200,",476 ms
82028,"200,",522 ms
196139,"200,",541 ms
151671,"200,",511 ms
190336,"200,",544 ms
121290,"200,",306 ms
162957,"200,",374 ms
126016,"200,",445 ms
231455,"200,",300 ms
16285,"200,",429 ms
82570,"200,",374 ms
26727,"200,",287 ms
31549,"200,",242 ms
6582,"200,",215 ms
174694,"200,",353 ms
183286,"200,",362 ms
172583,"200,",411 ms
206353,"200,",367 ms
59636,"200,",449 ms
297784,"200,",293 ms
25274,"200,",238 ms
287633,"200,",478 ms
40393,"200,",281 ms
8224,"200,",304 ms
308065,"200,",369 ms
125559,"200,",343 ms
146749,"200,",348 ms
284567,"200,",492 ms
30068,"200,",506 ms
295625,"200,",564 ms
35943,"200,",614 ms
28538,"200,",645 ms
215936,"200,",359 ms
283749,"200,",178 ms
36874,"200,",377 ms
216840,"200,",328 ms
146099,"200,",409 ms
33643,"200,",394 ms
216747,"200,",515 ms
263309,"200,",545 ms
181493,"200,",568 ms
204632,"200,",571 ms
157277,"200,",380 ms
235748,"200,",436 ms
69036,"200,",466 ms
115634,"200,",398 ms
141142,"200,",420 ms
52602,"200,",101 ms
68535,"200,",358 ms
6612,"200,",403 ms
167002,"200,",373 ms
256004,"200,",383 ms
48668,"200,",448 ms
200705,"200,",483 ms
87158,"200,",400 ms
250232,"200,",477 ms
46709,"200,",358 ms
117756,"200,",452 ms
176073,"200,",249 ms
274465,"200,",396 ms
286723,"200,",491 ms
240783,"200,",505 ms
145339,"200,",526 ms
208145,"200,",541 ms
288816,"200,",541 ms
107234,"200,",248 ms
23167,"200,",387 ms
176817,"200,",398 ms
42513,"200,",440 ms
210161,"200,",467 ms
263401,"200,",579 ms
146471,"200,",608 ms
238963,"200,",700 ms
176468,"200,",429 ms
308172,"200,",356 ms
287741,"200,",318 ms
53586,"200,",379 ms
34682,"200,",370 ms
149009,"200,",374 ms
142237,"200,",356 ms
224887,"200,",333 ms
